record_id,name,address,city,state,zipCode,phoneNumber,phoneNumber2,email,email2,totalBeds,availableBeds,serviceCountyOrArea,grantFiscalYear,visn,fain,addressVerified,description,notes,source_url,sourceDataset
SSVF26-SA-00040,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Johnson County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00041,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Lincoln County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00042,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,McDuffie County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00043,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Oglethorpe County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00044,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Richmond County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00045,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Screven County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00046,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Taliaferro County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00047,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Warren County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00048,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Washington County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00049,"Central Savannah River Area Economic Opportunity Authority, Inc. (CSRA EOA)",,,GA,,(706) 364-6548,,ssvf@csraeoa.org,,,,Wilkes County (GA),2026,VISN 7: VA Southeast Network,12-GA-029,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00050,"El-Ada, Inc.",,,ID,,(208) 830-3892,(208) 854-9878,shellyl@eladacap.org,madisond@eladacap.org,,,Ada County (ID),2026,VISN 20: Northwest Network,12-ID-032,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00051,"El-Ada, Inc.",,,ID,,(208) 830-3892,(208) 854-9878,shellyl@eladacap.org,madisond@eladacap.org,,,Canyon County (ID),2026,VISN 20: Northwest Network,12-ID-032,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00052,"El-Ada, Inc.",,,ID,,(208) 830-3892,(208) 854-9878,shellyl@eladacap.org,madisond@eladacap.org,,,Elmore County (ID),2026,VISN 20: Northwest Network,12-ID-032,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
